,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_NHKから国民を守る党,得票数_なら分権の会,得票数_みんなの党,得票数_公明党,得票数_国民民主党,得票数_地域政党 やまとの会,得票数_地域政党やまとの会,得票数_奈良維新の会,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_根っこから真改革,得票数_次世代の党,得票数_民主党,得票数_民進党,得票数_減税日本,得票数_無所属,得票数_生駒維新の会,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_NHKから国民を守る党,得票率_なら分権の会,得票率_みんなの党,得票率_公明党,得票率_国民民主党,得票率_地域政党 やまとの会,得票率_地域政党やまとの会,得票率_奈良維新の会,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_根っこから真改革,得票率_次世代の党,得票率_民主党,得票率_民進党,得票率_減税日本,得票率_無所属,得票率_生駒維新の会,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_NHKから国民を守る党,一人あたり得票率_なら分権の会,一人あたり得票率_みんなの党,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_地域政党 やまとの会,一人あたり得票率_地域政党やまとの会,一人あたり得票率_奈良維新の会,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_根っこから真改革,一人あたり得票率_次世代の党,一人あたり得票率_民主党,一人あたり得票率_民進党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_生駒維新の会,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_NHKから国民を守る党,立候補者数_なら分権の会,立候補者数_みんなの党,立候補者数_公明党,立候補者数_国民民主党,立候補者数_地域政党 やまとの会,立候補者数_地域政党やまとの会,立候補者数_奈良維新の会,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_根っこから真改革,立候補者数_次世代の党,立候補者数_民主党,立候補者数_民進党,立候補者数_減税日本,立候補者数_無所属,立候補者数_生駒維新の会,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_NHKから国民を守る党,当選者数_なら分権の会,当選者数_みんなの党,当選者数_公明党,当選者数_国民民主党,当選者数_地域政党 やまとの会,当選者数_地域政党やまとの会,当選者数_奈良維新の会,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_根っこから真改革,当選者数_次世代の党,当選者数_民主党,当選者数_民進党,当選者数_減税日本,当選者数_無所属,当選者数_生駒維新の会,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
王寺町議会議員選挙（2011年04月24日投票）,王寺町議会議員選挙,奈良県,王寺町,20110424.0,2011.0,4.0,24.0,20110419.0,57.04,14.0,17.0,1.2142857142857142,18327.0,,,-17.0,任期満了,58.04,,,,王寺町議会議員選挙（2011年04月24日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.23529411764705882,0.2857142857142857,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.7142857142857143,0.21428571428571427,0.07142857142857142,0.6356649479521355,0.25187275026753575,0.11246230178032883,0.057787722541103224,0.05037455005350715,0.11246230178032883,10279.0,5.0,,,,,,,,,,,,,,,,,976.0,1059.0,,,,,,1471.0,,,,1250.0,,,5523.0,,,,,,10279.0,,,0.09495087070726724,0.1030255861465123,,,,,,0.1431073061581866,,,,0.12160716022959432,,,0.5373090767584395,,,,,,1.0,,,0.09495087070726724,0.1030255861465123,,,,,,0.0477024353860622,,,,0.06080358011479716,,,0.05373090767584395,,,,,,,,1.0,1.0,,,,,,3.0,,,,2.0,,,10.0,,,,,,,,1.0,1.0,,,,,,2.0,,,,2.0,,,8.0,,,,,
王寺町議会議員選挙（2015年04月26日投票）,王寺町議会議員選挙,奈良県,王寺町,20150426.0,2015.0,4.0,26.0,20150421.0,52.55,12.0,13.0,1.0833333333333333,18694.0,,,367.0,任期満了,57.04,,,,王寺町議会議員選挙（2015年04月26日投票）,1.0,13.0,12.0,1.0833333333333333,0.0,0.0,0.0,0.3076923076923077,0.3333333333333333,0.7692307692307693,0.23076923076923078,0.0,0.8333333333333334,0.16666666666666666,0.0,0.8118770764119602,0.18812292358803986,,0.08118770764119601,0.06270764119601328,,9632.0,4.0,65.61538461538461,7.72148313312591,48.0,62.0,67.0,68.0,80.0,67.08333333333333,6.047841671942884,58.0,62.75,67.5,68.75,80.0,,,,1132.0,,,,,,1231.0,,,,783.0,,,6486.0,,,,,,9632.0,,,,0.1175249169435216,,,,,,0.1278031561461794,,,,0.08129152823920266,,,0.6733803986710963,,,,,,1.0,,,,0.1175249169435216,,,,,,0.0639015780730897,,,,0.08129152823920266,,,0.07482004429678848,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,9.0,,,,,,,,,1.0,,,,,,2.0,,,,1.0,,,8.0,,,,,
王寺町議会議員選挙（2019年04月21日投票）,王寺町議会議員選挙,奈良県,王寺町,20190421.0,2019.0,4.0,21.0,20190416.0,,12.0,14.0,1.1666666666666667,,,,,任期満了,52.55,,,,王寺町議会議員選挙（2019年04月21日投票）,1.0,14.0,12.0,1.1666666666666667,0.0,0.0,0.0,0.42857142857142855,0.5,0.7857142857142857,0.21428571428571427,0.0,0.75,0.25,0.0,0.6970290901588612,0.30297090984113884,,0.06336628092353283,0.10099030328037961,,9694.0,3.0,67.0,9.613977919080709,49.0,62.25,68.5,72.0,84.0,65.33333333333333,8.956685895029603,49.0,60.75,66.5,72.0,79.0,,,,1211.0,,,,,,1015.0,,,,,,,7468.0,,,,,,9694.0,,,,0.12492263255622034,,,,,,0.10470394058180317,,,,,,,0.7703734268619765,,,,,,1.0,,,,0.12492263255622034,,,,,,0.052351970290901585,,,,,,,0.07003394789654332,,,,,,,,,1.0,,,,,,2.0,,,,,,,11.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,9.0,,,,,
生駒市議会議員補欠選挙（2010年01月24日投票）,生駒市議会議員補欠選挙,奈良県,生駒市,20100124.0,2010.0,1.0,24.0,20100117.0,53.12,1.0,4.0,4.0,94529.0,,,,その他,,,,,生駒市議会議員補欠選挙（2010年01月24日投票）,1.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,1.0,0.0,,0.6594082630728717,0.3405917369271283,,0.2198027543576239,0.3405917369271283,45189.0,1.0,52.25,13.589977924926883,33.0,43.5,53.5,62.25,69.0,60.0,0.0,60.0,60.0,60.0,60.0,60.0,,,,,,,,,,,,,,,,,45189.0,,,,,,45189.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
生駒市議会議員補欠選挙（2014年01月26日投票）,生駒市議会議員補欠選挙,奈良県,生駒市,20140126.0,2014.0,1.0,26.0,20140119.0,37.67,1.0,2.0,2.0,,,,,その他,53.12,,,,生駒市議会議員補欠選挙（2014年01月26日投票）,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.5,1.0,0.0,0.5,0.5,0.0,1.0,0.0,,0.5331422323354709,0.4668577676645291,,0.5331422323354709,0.4668577676645291,33839.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33839.0,,,,,,33839.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
生駒市議会議員選挙（1999年04月25日投票）,生駒市議会議員選挙,奈良県,生駒市,19990425.0,1999.0,4.0,25.0,19990418.0,56.09,24.0,33.0,1.375,86356.0,,,,任期満了,,,,,生駒市議会議員選挙（1999年04月25日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.12121212121212122,0.041666666666666664,0.6060606060606061,0.3333333333333333,0.06060606060606061,0.7083333333333334,0.25,0.041666666666666664,0.6663595242084102,0.2890140727089965,0.0446264030825934,0.03331797621042051,0.026274006609908772,0.0223132015412967,47752.0,5.0,53.90909090909091,8.490149858989485,36.0,47.0,56.0,60.0,75.0,53.625,6.9150349480919715,36.0,50.75,56.0,59.0,63.0,,,,5248.0,,,,,,5904.0,,,,,,,32566.0,,642.0,,,3392.0,47752.0,,,,0.10990115597252471,,,,,,0.1236388004690903,,,,,,,0.6819819065170045,,0.013444463059138885,,,0.07103367398224159,1.0,,,,0.03663371865750824,,,,,,0.030909700117272575,,,,,,,0.02965138723986976,,0.013444463059138885,,,0.03551683699112079,,,,3.0,,,,,,4.0,,,,,,,23.0,,1.0,,,2.0,,,,3.0,,,,,,3.0,,,,,,,16.0,,0.0,,,2.0
生駒市議会議員選挙（2003年04月27日投票）,生駒市議会議員選挙,奈良県,生駒市,20030427.0,2003.0,4.0,27.0,20030420.0,47.67,24.0,33.0,1.375,89014.0,,,2658.0,任期満了,56.09,,,,生駒市議会議員選挙（2003年04月27日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.09090909090909091,0.041666666666666664,0.6363636363636364,0.3333333333333333,0.030303030303030304,0.7916666666666666,0.16666666666666666,0.041666666666666664,0.739052490677885,0.22851132995506263,0.0324361793670523,0.035192975746565956,0.020773757268642057,0.0324361793670523,41836.0,6.0,55.333333333333336,9.28885505769297,31.0,49.0,56.0,63.0,67.0,57.208333333333336,7.952877711174043,37.0,53.75,60.0,63.0,67.0,,,,5103.62,,,,,,4478.0,,,,1667.0,,,25201.98,,771.0,,,4614.4,41836.0,,,,0.12199110813653313,,,,,,0.1070370016253944,,,,0.0398460655894445,,,0.6023993689645282,,0.018429104120852854,,,0.11029735156324695,1.0,,,,0.04066370271217771,,,,,,0.03567900054179813,,,,0.0398460655894445,,,0.027381789498387644,,0.018429104120852854,,,0.03676578385441565,,,,3.0,,,,,,3.0,,,,1.0,,,22.0,,1.0,,,3.0,,,,3.0,,,,,,3.0,,,,1.0,,,14.0,,0.0,,,3.0
生駒市議会議員選挙（2007年04月22日投票）,生駒市議会議員選挙,奈良県,生駒市,20070422.0,2007.0,4.0,22.0,20070415.0,57.04,24.0,35.0,1.4583333333333333,91989.0,,,2975.0,任期満了,47.67,,,,生駒市議会議員選挙（2007年04月22日投票）,1.0,35.0,24.0,1.4583333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.02857142857142857,,,51952.990000000005,5.0,55.94285714285714,10.071013162658907,29.0,49.5,57.0,64.0,71.0,54.166666666666664,10.118739491107027,29.0,47.5,53.0,62.25,71.0,,,,5278.0,,,,,,4262.0,,,,3017.0,,,36939.990000000005,,,,,2456.0,51952.990000000005,,,,0.10159184293339035,,,,,,0.08203570189126747,,,,0.058071729846540104,,,0.7110272190301271,,,,,0.04727350629867501,1.0,,,,0.03386394764446345,,,,,,0.02734523396375582,,,,0.029035864923270052,,,0.028441088761205085,,,,,0.023636753149337504,,,,3.0,,,,,,3.0,,,,2.0,,,25.0,,,,,2.0,,,,3.0,,,,,,3.0,,,,2.0,,,14.0,,,,,2.0
生駒市議会議員選挙（2011年04月24日投票）,生駒市議会議員選挙,奈良県,生駒市,20110424.0,2011.0,4.0,24.0,20110417.0,50.85,24.0,35.0,1.4583333333333333,94386.0,,,2397.0,任期満了,57.04,,,,生駒市議会議員選挙（2011年04月24日投票）,1.0,35.0,24.0,1.4583333333333333,0.0,0.0,0.0,0.08571428571428572,0.041666666666666664,0.45714285714285713,0.4857142857142857,0.05714285714285714,0.5416666666666666,0.375,0.08333333333333333,0.5061714039920384,0.4237139897866134,0.07011460622134817,0.0316357127495024,0.024924352340389023,0.035057303110674086,47472.990000000005,7.0,,,,,,,,55.333333333333336,10.048493529988573,33.0,49.5,56.5,63.0,71.0,,,2116.85,5239.0,,,,,,3396.0,,,,2597.0,,,29289.14,1108.0,,,,3727.0,47472.99,,,0.04459061879186459,0.11035748959566272,,,,,,0.07153541413759698,,,,0.054704791082255406,,,0.6169642990677436,0.02333958741591798,,,,0.07850779990895876,1.0,,,0.04459061879186459,0.03678582986522091,,,,,,0.02384513804586566,,,,0.018234930360751803,,,0.02937925233655922,0.01166979370795899,,,,0.03925389995447938,,,1.0,3.0,,,,,,3.0,,,,3.0,,,21.0,2.0,,,,2.0,,,1.0,3.0,,,,,,3.0,,,,0.0,,,15.0,0.0,,,,2.0
生駒市議会議員選挙（2015年04月26日投票）,生駒市議会議員選挙,奈良県,生駒市,20150426.0,2015.0,4.0,26.0,20150419.0,52.34,24.0,33.0,1.375,,,,,任期満了,50.85,,,,生駒市議会議員選挙（2015年04月26日投票）,1.0,33.0,24.0,1.375,0.0,0.0,0.0,0.15151515151515152,0.08333333333333333,0.5757575757575758,0.36363636363636365,0.06060606060606061,0.75,0.20833333333333334,0.041666666666666664,0.6890034717229195,0.25551058978204155,0.055485938495038925,0.036263340616995765,0.021292549148503464,0.027742969247519463,48679.0,7.0,54.18181818181818,10.538398893554438,25.0,48.0,56.0,61.0,74.0,53.666666666666664,11.404190263037336,25.0,47.5,55.0,61.0,74.0,,,,4957.0,,,,,,4238.0,,,293.0,1135.0,,,29804.58,,,,3915.42,4336.0,48679.0,,,,0.10183035805994371,,,,,,0.08706012859754719,,,0.006019022576470347,0.023316008956634278,,,0.6122677129768483,,,,0.08043345179646254,0.0890733170360936,1.0,,,,0.033943452686647904,,,,,,0.029020042865849065,,,0.006019022576470347,0.023316008956634278,,,0.027830350589856744,,,,0.08043345179646254,0.0445366585180468,,,,3.0,,,,,,3.0,,,1.0,1.0,,,22.0,,,,1.0,2.0,,,,3.0,,,,,,3.0,,,0.0,0.0,,,15.0,,,,1.0,2.0
生駒市議会議員選挙（2019年04月21日投票）,生駒市議会議員選挙,奈良県,生駒市,20190421.0,2019.0,4.0,21.0,20190414.0,50.4,24.0,35.0,1.4583333333333333,97005.0,,,,任期満了,52.34,,,,生駒市議会議員選挙（2019年04月21日投票）,1.0,35.0,24.0,1.4583333333333333,0.0,0.0,0.0,,,,,,,,,,,,,,,47828.999,8.0,,,,,,,,,,,,,,,,,,5069.0,1200.0,,,,266.0,3675.0,4349.0,,,,,,27270.999,,,1615.0,,4384.0,47828.998999999996,,,,0.10598172878341025,0.02508938144409002,,,,0.005561479553439955,0.07683623067252568,0.09092809991695625,,,,,,0.5701770802269979,,,0.03376612586017115,,0.09165987354240887,1.0,,,,0.03532724292780342,0.02508938144409002,,,,0.005561479553439955,0.025612076890841894,0.09092809991695625,,,,,,0.02479030783595643,,,0.03376612586017115,,0.045829936771204435,,,,3.0,1.0,,,,1.0,3.0,1.0,,,,,,23.0,,,1.0,,2.0,,,,3.0,1.0,,,,0.0,2.0,1.0,,,,,,14.0,,,1.0,,2.0
田原本町議会議員補欠選挙（2016年01月31日投票）,田原本町議会議員補欠選挙,奈良県,田原本町,20160131.0,2016.0,1.0,31.0,20160126.0,無投票,1.0,1.0,1.0,26712.0,,,,その他,,,,,田原本町議会議員補欠選挙（2016年01月31日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,44.0,0.0,44.0,44.0,44.0,44.0,44.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
田原本町議会議員補欠選挙（2020年01月19日投票）,田原本町議会議員補欠選挙,奈良県,田原本町,20200119.0,2020.0,1.0,19.0,20200114.0,33.88,1.0,3.0,3.0,,,,,辞職/牟田和正議員の辞職による。,,,,,田原本町議会議員補欠選挙（2020年01月19日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.3333333333333333,,8839.0,2.0,45.666666666666664,10.208928554075703,37.0,38.5,40.0,50.0,60.0,40.0,0.0,40.0,40.0,40.0,40.0,40.0,,,,,,,,,,2095.0,,,,,,,6744.0,,,,,,8839.0,,,,,,,,,,0.23701776219029302,,,,,,,0.762982237809707,,,,,,1.0,,,,,,,,,,0.23701776219029302,,,,,,,0.3814911189048535,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,
田原本町議会議員選挙（2009年09月13日投票）,田原本町議会議員選挙,奈良県,田原本町,20090913.0,2009.0,9.0,13.0,20090908.0,65.77,16.0,17.0,1.0625,26412.0,,,,任期満了,,,,,田原本町議会議員選挙（2009年09月13日投票）,1.0,17.0,16.0,1.0625,0.0,0.0,0.0,0.11764705882352941,0.125,0.7647058823529411,0.23529411764705882,0.0,0.75,0.25,0.0,0.7678047993245232,0.23219520067547697,,0.05906190764034794,0.05804880016886924,,17101.99,4.0,60.94117647058823,6.457741257229863,51.0,57.0,61.0,66.0,74.0,60.125,5.743202503830071,51.0,56.0,61.0,63.75,69.0,,,,2258.42,,,,,,1896.0,,,,1316.0,,,11631.57,,,,,,17101.989999999998,,,,0.1320559771114356,,,,,,0.11086429123160522,,,,0.07695010931476397,,,0.6801296223421953,,,,,,1.0,,,,0.0660279885557178,,,,,,0.05543214561580261,,,,0.07695010931476397,,,0.056677468528516274,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,12.0,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,11.0,,,,,
田原本町議会議員選挙（2013年09月08日投票）,田原本町議会議員選挙,奈良県,田原本町,20130908.0,2013.0,9.0,8.0,20130903.0,無投票,14.0,14.0,1.0,,,,,任期満了,65.77,,,,田原本町議会議員選挙（2013年09月08日投票）,1.0,14.0,14.0,1.0,1.0,1.0,0.0,0.14285714285714285,0.14285714285714285,0.9285714285714286,0.07142857142857142,0.0,0.9285714285714286,0.07142857142857142,0.0,,,,,,,0.0,3.0,64.0,5.385164807134504,55.0,61.25,65.0,67.0,73.0,64.0,5.385164807134504,55.0,61.25,65.0,67.0,73.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,2.0,,,,,,,10.0,,,,,,,,,2.0,,,,,,2.0,,,,,,,10.0,,,,,
田原本町議会議員選挙（2017年09月10日投票）,田原本町議会議員選挙,奈良県,田原本町,20170910.0,2017.0,9.0,10.0,20170905.0,55.59,14.0,17.0,1.2142857142857142,26895.0,,,,任期満了,,,,,田原本町議会議員選挙（2017年09月10日投票）,1.0,17.0,14.0,1.2142857142857142,0.0,0.0,0.0,0.11764705882352941,0.07142857142857142,0.6470588235294118,0.35294117647058826,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7070652173913043,0.29293478260869565,,0.06427865612648222,0.04882246376811594,,14720.0,0.0,61.705882352941174,11.076019171707925,34.0,59.0,65.0,70.0,73.0,62.07142857142857,8.70520604264471,42.0,59.25,63.5,69.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛城市議会議員補欠選挙（2008年10月26日投票）,葛城市議会議員補欠選挙,奈良県,葛城市,20081026.0,2008.0,10.0,26.0,20081019.0,59.45,1.0,3.0,3.0,28556.0,,,,その他,,,,,葛城市議会議員補欠選挙（2008年10月26日投票）,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,,,1.0,,,0.3333333333333333,15838.0,2.0,62.0,3.7416573867739413,57.0,60.0,63.0,64.5,66.0,63.0,0.0,63.0,63.0,63.0,63.0,63.0,,,,,,,,,,,,,,5786.0,,,10052.0,,,,,,15838.0,,,,,,,,,,,,,,0.3653239045334007,,,0.6346760954665993,,,,,,1.0,,,,,,,,,,,,,,0.3653239045334007,,,0.31733804773329966,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,
葛城市議会議員補欠選挙（2016年10月23日投票）,葛城市議会議員補欠選挙,奈良県,葛城市,20161023.0,2016.0,10.0,23.0,20161016.0,無投票,1.0,1.0,1.0,,,,,任期満了,59.45,,,,葛城市議会議員補欠選挙（2016年10月23日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,0.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,0.0,50.0,50.0,50.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛城市議会議員選挙（2009年10月25日投票）,葛城市議会議員選挙,奈良県,葛城市,20091025.0,2009.0,10.0,25.0,20091018.0,69.83,18.0,20.0,1.1111111111111112,28662.0,,,,任期満了,,,,,葛城市議会議員選挙（2009年10月25日投票）,1.0,20.0,18.0,1.1111111111111112,0.0,0.0,0.0,0.1,0.1111111111111111,0.7,0.2,0.1,0.7222222222222222,0.2222222222222222,0.05555555555555555,0.7032153362409981,0.2299928998884268,0.0667917638705751,0.050229666874357,0.0574982249721067,0.03339588193528755,19718.0,4.0,59.5,7.33143914930759,43.0,56.0,60.5,65.5,70.0,58.94444444444444,7.479395565464588,43.0,56.0,60.0,64.75,70.0,,,,2113.0,,,,,,2010.0,,,,753.0,,,14842.0,,,,,,19718.0,,,,0.10716096967238056,,,,,,0.10193731615782534,,,,0.038188457247185316,,,0.7527132569226088,,,,,,1.0,,,,0.05358048483619028,,,,,,0.05096865807891267,,,,0.038188457247185316,,,0.050180883794840585,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,15.0,,,,,,,,,2.0,,,,,,2.0,,,,1.0,,,13.0,,,,,
葛城市議会議員選挙（2013年10月06日投票）,葛城市議会議員選挙,奈良県,葛城市,20131006.0,2013.0,10.0,6.0,20130929.0,66.12,15.0,18.0,1.2,,,,,任期満了,69.83,,,,葛城市議会議員選挙（2013年10月06日投票）,1.0,18.0,15.0,1.2,0.0,0.0,0.0,0.2222222222222222,0.2,0.6111111111111112,0.3333333333333333,0.05555555555555555,0.6,0.3333333333333333,0.06666666666666667,0.6008264637497357,0.29713379835129994,0.10203973789896428,0.05462058761361233,0.049522299725216656,0.10203973789896428,18924.0,3.0,,,,,,,,,,,,,,,,,,2099.0,,,,,,1110.0,,,,,,,15715.0,,,,,,18924.0,,,,0.11091735362502642,,,,,,0.05865567533291059,,,,,,,0.830426971042063,,,,,,1.0,,,,0.05545867681251321,,,,,,0.05865567533291059,,,,,,,0.05536179806947086,,,,,,,,,2.0,,,,,,1.0,,,,,,,15.0,,,,,,,,,2.0,,,,,,1.0,,,,,,,12.0,,,,,
葛城市議会議員選挙（2017年10月22日投票）,葛城市議会議員選挙,奈良県,葛城市,20171022.0,2017.0,10.0,22.0,20171015.0,67.16,15.0,19.0,1.2666666666666666,29958.0,,,,任期満了,66.12,,,,葛城市議会議員選挙（2017年10月22日投票）,1.0,19.0,15.0,1.2666666666666666,0.0,0.0,0.0,0.15789473684210525,0.2,0.631578947368421,0.3684210526315789,0.0,0.6,0.4,0.0,0.6455244044898166,0.35447559551018337,,0.05379370037415138,0.050639370787169055,,19689.0,0.0,59.421052631578945,8.349697690548185,41.0,53.5,61.0,65.0,72.0,58.333333333333336,8.013876853447538,41.0,53.5,59.0,64.5,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野迫川村議会議員補欠選挙（2010年05月30日投票）,野迫川村議会議員補欠選挙,奈良県,野迫川村,20100530.0,2010.0,5.0,30.0,20100525.0,無投票,1.0,1.0,1.0,,,,,任期満了,,,,,野迫川村議会議員補欠選挙（2010年05月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
野迫川村議会議員選挙（2003年04月27日投票）,野迫川村議会議員選挙,奈良県,野迫川村,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,8.0,8.0,1.0,578.0,,,,任期満了,,,,,野迫川村議会議員選挙（2003年04月27日投票）,1.0,8.0,8.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,0.0,1.0,68.5,9.055385138137417,53.0,61.25,70.5,75.5,81.0,68.5,9.055385138137417,53.0,61.25,70.5,75.5,81.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,
野迫川村議会議員選挙（2007年04月22日投票）,野迫川村議会議員選挙,奈良県,野迫川村,20070422.0,2007.0,4.0,22.0,20070417.0,無投票,7.0,7.0,1.0,528.0,,,-50.0,任期満了,,,,,野迫川村議会議員選挙（2007年04月22日投票）,1.0,7.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.7142857142857143,0.2857142857142857,0.0,0.7142857142857143,0.2857142857142857,0.0,,,,,,,0.0,1.0,64.42857142857143,8.909980645435816,50.0,60.0,63.0,69.5,79.0,64.42857142857143,8.909980645435816,50.0,60.0,63.0,69.5,79.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,
