,election,prefecture,municipality,ymd,year,month,day,kokuji_ymd,voting_rate,n_seats_display,n_cand_display,compe_ratio_display,n_voters_inlaw,male_voters_inlaw,female_voters_inlaw,change_voters_inlaw,reason,pre_voting_rate,pre_seats_display,pre_n_cand_display,pre_compe_rate_display,ele_ymd,n_districts,n_cand_data,n_wins_data,compe_rate_data,no_voting_ratio_win,no_voting_ratio_districts,minasi_nv_ratio_districts,ratio_women_cand,ratio_women_wins,ratio_inc_cand,ratio_new_cand,ratio_form_cand,ratio_inc_wins,ratio_new_wins,ratio_form_wins,ratio_inc_votes,ratio_new_votes,ratio_form_votes,ratio_inc_votes_percand,ratio_new_votes_percand,ratio_form_votes_percand,all_votes,n_circles,age_mean_cand,age_std_cand,age_min_cand,age_1q_cand,age_median_cand,age_3q_cand,age_max_cand,age_mean_wins,age_std_wins,age_min_wins,age_1q_wins,age_median_wins,age_3q_wins,age_max_wins,得票数_　,得票数_公明党,得票数_国民民主党,得票数_幸福実現党,得票数_日本共産党,得票数_日本維新の会,得票数_民主党,得票数_減税日本,得票数_無所属,得票数_社会民主党,得票数_立憲民主党,得票数_維新の党,得票数_自由民主党,得票数_sum_v,得票率_　,得票率_公明党,得票率_国民民主党,得票率_幸福実現党,得票率_日本共産党,得票率_日本維新の会,得票率_民主党,得票率_減税日本,得票率_無所属,得票率_社会民主党,得票率_立憲民主党,得票率_維新の党,得票率_自由民主党,得票率_sum_v,一人あたり得票率_　,一人あたり得票率_公明党,一人あたり得票率_国民民主党,一人あたり得票率_幸福実現党,一人あたり得票率_日本共産党,一人あたり得票率_日本維新の会,一人あたり得票率_民主党,一人あたり得票率_減税日本,一人あたり得票率_無所属,一人あたり得票率_社会民主党,一人あたり得票率_立憲民主党,一人あたり得票率_維新の党,一人あたり得票率_自由民主党,立候補者数_　,立候補者数_公明党,立候補者数_国民民主党,立候補者数_幸福実現党,立候補者数_日本共産党,立候補者数_日本維新の会,立候補者数_民主党,立候補者数_減税日本,立候補者数_無所属,立候補者数_社会民主党,立候補者数_立憲民主党,立候補者数_維新の党,立候補者数_自由民主党,当選者数_　,当選者数_公明党,当選者数_国民民主党,当選者数_幸福実現党,当選者数_日本共産党,当選者数_日本維新の会,当選者数_民主党,当選者数_減税日本,当選者数_無所属,当選者数_社会民主党,当選者数_立憲民主党,当選者数_維新の党,当選者数_自由民主党
関ヶ原町議会議員補欠選挙（2008年11月30日投票）,関ヶ原町議会議員補欠選挙,岐阜県,関ヶ原町,20081130.0,2008.0,11.0,30.0,20081125.0,無投票,1.0,1.0,1.0,7032.0,,,,その他,,,,,関ヶ原町議会議員補欠選挙（2008年11月30日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,36.0,0.0,36.0,36.0,36.0,36.0,36.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
関ヶ原町議会議員補欠選挙（2012年11月25日投票）,関ヶ原町議会議員補欠選挙,岐阜県,関ヶ原町,20121125.0,2012.0,11.0,25.0,20121120.0,無投票,1.0,1.0,1.0,,,,,その他,,,,,関ヶ原町議会議員補欠選挙（2012年11月25日投票）,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,,,,,,0.0,1.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,52.0,0.0,52.0,52.0,52.0,52.0,52.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,
関ヶ原町議会議員選挙（2003年04月27日投票）,関ヶ原町議会議員選挙,岐阜県,関ヶ原町,20030427.0,2003.0,4.0,27.0,20030422.0,無投票,12.0,12.0,1.0,7331.0,,,,任期満了,,,,,関ヶ原町議会議員選挙（2003年04月27日投票）,1.0,12.0,12.0,1.0,1.0,1.0,0.0,0.25,0.25,0.75,0.08333333333333333,0.16666666666666666,0.75,0.08333333333333333,0.16666666666666666,,,,,,,0.0,2.0,56.166666666666664,8.952032667997189,39.0,51.0,58.0,60.75,71.0,56.166666666666664,8.952032667997189,39.0,51.0,58.0,60.75,71.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,10.0,,,,,,,,,2.0,,,,10.0,,,,
関ヶ原町議会議員選挙（2007年04月22日投票）,関ヶ原町議会議員選挙,岐阜県,関ヶ原町,20070422.0,2007.0,4.0,22.0,20070417.0,82.34,9.0,12.0,1.3333333333333333,7029.0,,,-302.0,任期満了,,,,,関ヶ原町議会議員選挙（2007年04月22日投票）,1.0,12.0,9.0,1.3333333333333333,0.0,0.0,0.0,0.16666666666666666,0.2222222222222222,0.75,0.25,0.0,0.7777777777777778,0.2222222222222222,0.0,0.7665736217725052,0.23342637822749476,,0.0851748468636117,0.07780879274249826,,5732.0,2.0,59.333333333333336,8.556998435328957,43.0,55.0,59.5,64.5,75.0,58.0,7.195677714974301,43.0,57.0,59.0,64.0,67.0,,,,,731.0,,,,5001.0,,,,,5732.0,,,,,0.12752965806001396,,,,0.8724703419399861,,,,,1.0,,,,,0.12752965806001396,,,,0.07931548563090783,,,,,,,,,1.0,,,,11.0,,,,,,,,,1.0,,,,8.0,,,,
関ヶ原町議会議員選挙（2011年04月24日投票）,関ヶ原町議会議員選挙,岐阜県,関ヶ原町,20110424.0,2011.0,4.0,24.0,20110419.0,無投票,9.0,9.0,1.0,6825.0,,,-204.0,任期満了,82.34,,,,関ヶ原町議会議員選挙（2011年04月24日投票）,1.0,9.0,9.0,1.0,1.0,1.0,0.0,0.2222222222222222,0.2222222222222222,0.8888888888888888,0.1111111111111111,0.0,0.8888888888888888,0.1111111111111111,0.0,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,8.0,,,,,,,,,1.0,,,,8.0,,,,
関ヶ原町議会議員選挙（2015年04月26日投票）,関ヶ原町議会議員選挙,岐阜県,関ヶ原町,20150426.0,2015.0,4.0,26.0,20150421.0,74.21,9.0,10.0,1.1111111111111112,6406.0,,,-419.0,任期満了,,,,,関ヶ原町議会議員選挙（2015年04月26日投票）,1.0,10.0,9.0,1.1111111111111112,0.0,0.0,0.0,0.2,0.2222222222222222,0.8,0.1,0.1,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.7556406981694338,0.13452532992762878,0.10983397190293742,0.09445508727117922,0.13452532992762878,0.10983397190293742,4698.0,2.0,60.9,9.191844211038392,42.0,54.75,64.0,68.0,72.0,60.111111111111114,9.36238863686262,42.0,54.0,61.0,68.0,72.0,,,,,619.0,,,,4079.0,,,,,4698.0,,,,,0.13175819497658578,,,,0.8682418050234142,,,,,1.0,,,,,0.13175819497658578,,,,0.09647131166926824,,,,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,8.0,,,,
関ヶ原町議会議員選挙（2019年04月21日投票）,関ヶ原町議会議員選挙,岐阜県,関ヶ原町,20190421.0,2019.0,4.0,21.0,20190416.0,,8.0,10.0,1.25,,,,,任期満了,74.21,,,,関ヶ原町議会議員選挙（2019年04月21日投票）,1.0,10.0,8.0,1.25,0.0,0.0,0.0,0.2,0.25,0.8,0.2,0.0,0.75,0.25,0.0,0.7751465944970681,0.2248534055029319,,0.09689332431213352,0.11242670275146595,,4434.0,2.0,63.9,8.7,46.0,58.75,65.0,71.0,76.0,63.5,8.930285549745875,46.0,59.5,65.0,69.0,76.0,,,,,623.0,,,,3811.0,,,,,4434.0,,,,,0.14050518718989627,,,,0.8594948128101038,,,,,1.0,,,,,0.14050518718989627,,,,0.09549942364556709,,,,,,,,,1.0,,,,9.0,,,,,,,,,1.0,,,,7.0,,,,
関市議会議員増員選挙（2005年02月20日投票）,関市議会議員増員選挙,岐阜県,関市,20050220.0,2005.0,2.0,20.0,20050213.0,,0.0,14.0,,12637.0,,,,その他,,,,,関市議会議員増員選挙（2005年02月20日投票）,5.0,14.0,6.0,2.3333333333333335,0.07142857142857142,0.2,0.2,0.21428571428571427,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.07692307692307693,,10283.0,2.0,60.142857142857146,7.689112366170222,51.0,55.0,60.5,63.0,82.0,58.833333333333336,3.8477987935383986,55.0,55.0,58.5,62.75,63.0,,,,,1234.8,,,,,,,,,1234.8,,,,,1.0,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,2.0,,,,12.0,,,,,,,,,0.0,,,,6.0,,,,
関市議会議員選挙（1999年04月25日投票）,関市議会議員選挙,岐阜県,関市,19990425.0,1999.0,4.0,25.0,19990418.0,71.51,26.0,29.0,1.1153846153846154,56006.0,,,,任期満了,,,,,関市議会議員選挙（1999年04月25日投票）,1.0,29.0,26.0,1.1153846153846154,0.0,0.0,0.0,0.06896551724137931,0.07692307692307693,0.7241379310344828,0.20689655172413793,0.06896551724137931,0.7692307692307693,0.15384615384615385,0.07692307692307693,0.7515420159579841,0.1665975659024341,0.08186041813958186,0.03578771504561829,0.02776626098373902,0.04093020906979093,39604.0,4.0,59.51724137931034,11.355146758507935,36.0,54.0,60.0,69.0,81.0,59.26923076923077,10.515767254306533,36.0,54.0,59.0,68.0,75.0,,4636.0,,,3496.4300000000003,,1402.0,,30069.57,,,,,39604.0,,0.11705888294111706,,,0.08828476921523079,,0.0354004645995354,,0.7592558832441167,,,,,1.0,,0.03901962764703902,,,0.02942825640507693,,0.0354004645995354,,0.03451163105655076,,,,,,3.0,,,3.0,,1.0,,22.0,,,,,,3.0,,,3.0,,1.0,,19.0,,,,
関市議会議員選挙（2003年04月27日投票）,関市議会議員選挙,岐阜県,関市,20030427.0,2003.0,4.0,27.0,20030420.0,61.55,23.0,24.0,1.0434782608695652,58257.0,,,2251.0,任期満了,71.51,,,,関市議会議員選挙（2003年04月27日投票）,1.0,24.0,23.0,1.0434782608695652,0.0,0.0,0.0,0.041666666666666664,0.043478260869565216,0.7083333333333334,0.2916666666666667,0.0,0.6956521739130435,0.30434782608695654,0.0,0.703803888419273,0.29619611158072695,,0.04140022873054547,0.042313730225818136,,35490.0,3.0,56.833333333333336,9.906507401142386,40.0,49.25,58.0,62.5,85.0,57.56521739130435,9.463091171385724,43.0,50.5,58.0,63.0,85.0,,5036.0,,,2843.0,,,,27611.0,,,,,35490.0,,0.14189912651451114,,,0.08010707241476472,,,,0.7779938010707241,,,,,1.0,,0.04729970883817038,,,0.02670235747158824,,,,0.04322187783726245,,,,,,3.0,,,3.0,,,,18.0,,,,,,3.0,,,2.0,,,,18.0,,,,
関市議会議員選挙（2007年04月22日投票）,関市議会議員選挙,岐阜県,関市,20070422.0,2007.0,4.0,22.0,20070415.0,,0.0,26.0,,64558.0,,,6301.0,任期満了,61.55,,,,関市議会議員選挙（2007年04月22日投票）,4.0,26.0,22.0,1.1818181818181819,0.11538461538461539,0.75,0.75,0.07692307692307693,0.09090909090909091,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,,0.043478260869565216,,,37619.990000000005,3.0,56.69230769230769,10.140434032469413,34.0,51.0,57.0,61.5,89.0,55.13636363636363,8.286327482093371,34.0,50.25,56.5,60.0,68.0,,6370.0,,,2896.0,,,,,,,,,9266.0,,0.6874595294625513,,,0.3125404705374487,,,,,,,,,1.0,,0.2291531764875171,,,0.15627023526872436,,,,,,,,,,3.0,,,2.0,,,,21.0,,,,,,3.0,,,2.0,,,,17.0,,,,
関市議会議員選挙（2011年04月24日投票）,関市議会議員選挙,岐阜県,関市,20110424.0,2011.0,4.0,24.0,20110417.0,58.53,25.0,33.0,1.32,68092.0,,,3534.0,任期満了,,,,,関市議会議員選挙（2011年04月24日投票）,6.0,33.0,25.0,1.32,0.09090909090909091,0.5,0.5,0.06060606060606061,0.04,0.5757575757575758,0.3939393939393939,0.030303030303030304,0.68,0.32,0.0,0.6907662043867414,0.29804563784793936,0.01118815776531917,0.03837590024370786,0.027095057986176306,0.01118815776531917,40668.0,4.0,,,,,,,,,,,,,,,,5338.0,,,3350.45,,,,,,,,,8688.45,,0.6143788592902071,,,0.3856211407097928,,,,,,,,,1.0,,0.2047929530967357,,,0.1285403802365976,,,,,,,,,,3.0,,,3.0,,,,26.0,,,,1.0,,3.0,,,2.0,,,,19.0,,,,1.0
関市議会議員選挙（2015年04月26日投票）,関市議会議員選挙,岐阜県,関市,20150426.0,2015.0,4.0,26.0,20150419.0,57.59,23.0,27.0,1.173913043478261,72101.0,,,4009.0,任期満了,58.53,,,,関市議会議員選挙（2015年04月26日投票）,1.0,27.0,23.0,1.173913043478261,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.0,0.9130434782608695,0.08695652173913043,0.0,0.8274819003973382,0.17251809960266193,,0.039403900018920864,0.028753016600443656,,41023.0,4.0,,,,,,,,,,,,,,,,5223.0,,,2686.0,,,,31132.0,,,,1982.0,41023.0,,0.12731882114911147,,,0.06547546498305828,,,,0.75889135363089,,,,0.04831436023694025,1.0,,0.04243960704970382,,,0.03273773249152914,,,,0.03613768350623286,,,,0.04831436023694025,,3.0,,,2.0,,,,21.0,,,,1.0,,3.0,,,2.0,,,,17.0,,,,1.0
関市議会議員選挙（2019年04月21日投票）,関市議会議員選挙,岐阜県,関市,20190421.0,2019.0,4.0,21.0,20190414.0,53.8,23.0,29.0,1.2608695652173914,,,,,任期満了,57.59,,,,関市議会議員選挙（2019年04月21日投票）,1.0,29.0,23.0,1.2608695652173914,0.0,0.0,0.0,0.034482758620689655,0.043478260869565216,0.6551724137931034,0.3448275862068966,0.0,0.782608695652174,0.21739130434782608,0.0,0.7309270844246734,0.26907291557532675,,0.03846984654866702,0.026907291557532676,,38312.994000000006,4.0,62.41379310344828,7.088199233302272,48.0,57.0,63.0,68.0,75.0,62.17391304347826,6.907161840299584,48.0,56.5,63.0,68.0,72.0,,4729.0,,,2264.0,,,,27724.264000000003,,,,3595.73,38312.994000000006,,0.12343070865200458,,,0.0590922233851001,,,,0.723625619026276,,,,0.09385144893661924,1.0,,0.04114356955066819,,,0.02954611169255005,,,,0.03289207359210345,,,,0.04692572446830962,,3.0,,,2.0,,,,22.0,,,,2.0,,3.0,,,2.0,,,,16.0,,,,2.0
飛騨市議会議員選挙（2008年02月17日投票）,飛騨市議会議員選挙,岐阜県,飛騨市,20080217.0,2008.0,2.0,17.0,20080210.0,,0.0,21.0,,23544.0,,,,任期満了,,,,,飛騨市議会議員選挙（2008年02月17日投票）,4.0,21.0,17.0,1.2352941176470589,0.09523809523809523,0.5,0.5,0.19047619047619047,0.23529411764705882,0.7619047619047619,0.23809523809523808,0.0,0.7647058823529411,0.23529411764705882,0.0,0.7315789473684211,0.26842105263157895,,0.05225563909774437,0.05368421052631579,,19000.0,2.0,58.666666666666664,5.348193583180643,49.0,54.0,60.0,63.0,67.0,58.1764705882353,5.731597602123196,49.0,53.0,60.0,63.0,67.0,,,,,2798.0,,,,,,,,,2798.0,,,,,1.0,,,,,,,,,1.0,,,,,0.3333333333333333,,,,,,,,,,,,,3.0,,,,18.0,,,,,,,,,2.0,,,,15.0,,,,
飛騨市議会議員選挙（2012年02月19日投票）,飛騨市議会議員選挙,岐阜県,飛騨市,20120219.0,2012.0,2.0,19.0,20120212.0,86.21,17.0,20.0,1.1764705882352942,22398.0,,,-1146.0,任期満了,,,,,飛騨市議会議員選挙（2012年02月19日投票）,1.0,20.0,17.0,1.1764705882352942,0.0,0.0,0.0,0.2,0.17647058823529413,0.6,0.3,0.1,0.6470588235294118,0.29411764705882354,0.058823529411764705,0.6534834992142483,0.28035620743844947,0.06616029334730225,0.05445695826785402,0.046726034573074914,0.033080146673651126,19090.0,2.0,,,,,,,,,,,,,,,,,,,2029.0,,,,17061.0,,,,,19090.0,,,,,0.10628601361969618,,,,0.8937139863803039,,,,,1.0,,,,,0.03542867120656539,,,,0.05257141096354728,,,,,,,,,3.0,,,,17.0,,,,,,,,,1.0,,,,16.0,,,,
飛騨市議会議員選挙（2016年02月14日投票）,飛騨市議会議員選挙,岐阜県,飛騨市,20160214.0,2016.0,2.0,14.0,20160207.0,79.39,14.0,18.0,1.2857142857142858,21276.0,,,-1122.0,任期満了,86.21,,,,飛騨市議会議員選挙（2016年02月14日投票）,1.0,18.0,14.0,1.2857142857142858,0.0,0.0,0.0,0.2222222222222222,0.14285714285714285,0.3333333333333333,0.6111111111111112,0.05555555555555555,0.2857142857142857,0.6428571428571429,0.07142857142857142,0.32469857944371494,0.6130476304166169,0.06225379013966814,0.054116429907285823,0.05573160276514699,0.06225379013966814,16754.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飛騨市議会議員選挙（2020年02月16日投票）,飛騨市議会議員選挙,岐阜県,飛騨市,20200216.0,2020.0,2.0,16.0,20200209.0,無投票,14.0,13.0,0.9285714285714286,,,,,任期満了/定数14名に対し、立候補者数が13名であり、定数を超えないことから、公職選挙法第100条第4項の規定により無投票となった,79.39,,,,飛騨市議会議員選挙（2020年02月16日投票）,1.0,13.0,13.0,1.0,1.0,1.0,0.0,0.3076923076923077,0.3076923076923077,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6153846153846154,0.3076923076923077,0.07692307692307693,,,,,,,0.0,4.0,62.61538461538461,6.878488894187124,49.0,59.0,63.0,65.0,76.0,62.61538461538461,6.878488894187124,49.0,59.0,63.0,65.0,76.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,10.0,,,,1.0,,,,1.0,1.0,,,,10.0,,,,1.0
養老町議会議員選挙（2003年04月27日投票）,養老町議会議員選挙,岐阜県,養老町,20030427.0,2003.0,4.0,27.0,20030422.0,71.26,21.0,23.0,1.0952380952380951,26539.0,,,,任期満了,,,,,養老町議会議員選挙（2003年04月27日投票）,1.0,23.0,21.0,1.0952380952380953,0.0,0.0,0.0,0.13043478260869565,0.14285714285714285,0.782608695652174,0.21739130434782608,0.0,0.7619047619047619,0.23809523809523808,0.0,0.8109109300963637,0.18908906990363625,,0.04505060722757576,0.03781781398072725,,18783.0,2.0,61.21739130434783,6.220279049654972,48.0,55.5,62.0,66.0,73.0,60.714285714285715,6.234640992015477,48.0,55.0,60.0,65.0,73.0,,,,,937.0,,,,17846.0,,,,,18783.0,,,,,0.049885534792099236,,,,0.9501144652079008,,,,,1.0,,,,,0.049885534792099236,,,,0.04318702114581367,,,,,,,,,1.0,,,,22.0,,,,,,,,,1.0,,,,20.0,,,,
養老町議会議員選挙（2007年04月22日投票）,養老町議会議員選挙,岐阜県,養老町,20070422.0,2007.0,4.0,22.0,20070417.0,66.1,13.0,16.0,1.2307692307692308,26389.0,,,-150.0,任期満了,71.26,,,,養老町議会議員選挙（2007年04月22日投票）,1.0,16.0,13.0,1.2307692307692308,0.0,0.0,0.0,0.1875,0.15384615384615385,0.9375,0.0625,0.0,0.9230769230769231,0.07692307692307693,0.0,0.8890814558058926,0.11091854419410745,,0.05927209705372617,0.11091854419410745,,17310.0,2.0,62.25,6.108395861435308,52.0,58.75,62.0,66.0,75.0,62.46153846153846,6.7324173806280205,52.0,58.0,63.0,66.0,75.0,,,,,1167.0,,,,16143.0,,,,,17310.0,,,,,0.06741767764298094,,,,0.9325823223570191,,,,,1.0,,,,,0.06741767764298094,,,,0.06217215482380127,,,,,,,,,1.0,,,,15.0,,,,,,,,,1.0,,,,12.0,,,,
養老町議会議員選挙（2011年04月24日投票）,養老町議会議員選挙,岐阜県,養老町,20110424.0,2011.0,4.0,24.0,20110419.0,58.42,13.0,15.0,1.1538461538461535,26007.0,,,-382.0,任期満了,66.1,,,,養老町議会議員選挙（2011年04月24日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.2,0.23076923076923078,0.5333333333333333,0.3333333333333333,0.13333333333333333,0.6153846153846154,0.3076923076923077,0.07692307692307693,0.6383501594048884,0.27596971307120083,0.08568012752391073,0.07979376992561105,0.05519394261424017,0.042840063761955365,15056.0,2.0,,,,,,,,,,,,,,,,,,,1131.0,,,,13925.0,,,,,15056.0,,,,,0.07511955366631243,,,,0.9248804463336876,,,,,1.0,,,,,0.07511955366631243,,,,0.06606288902383482,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,12.0,,,,
養老町議会議員選挙（2015年04月26日投票）,養老町議会議員選挙,岐阜県,養老町,20150426.0,2015.0,4.0,26.0,20150421.0,54.11,13.0,15.0,1.1538461538461535,24992.0,,,-1015.0,任期満了,58.42,,,,養老町議会議員選挙（2015年04月26日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.13333333333333333,0.15384615384615385,0.6,0.2,0.2,0.6923076923076923,0.07692307692307693,0.23076923076923078,0.6969832735961768,0.12134109916367981,0.18167562724014336,0.07744258595513076,0.04044703305455994,0.06055854241338112,13392.0,2.0,,,,,,,,,,,,,,,,,,,1175.0,,,,12217.0,,,,,13392.0,,,,,0.08773894862604541,,,,0.9122610513739546,,,,,1.0,,,,,0.08773894862604541,,,,0.06516150366956819,,,,,,,,,1.0,,,,14.0,,,,,,,,,1.0,,,,12.0,,,,
養老町議会議員選挙（2019年04月21日投票）,養老町議会議員選挙,岐阜県,養老町,20190421.0,2019.0,4.0,21.0,20190416.0,,,15.0,,,,,,任期満了,54.11,,,,養老町議会議員選挙（2019年04月21日投票）,1.0,15.0,13.0,1.1538461538461537,0.0,0.0,0.0,0.2,0.23076923076923078,,,,,,,,,,,,,12853.0,3.0,64.06666666666666,9.419601312629366,43.0,61.0,67.0,70.5,75.0,64.07692307692308,9.619383783730546,43.0,64.0,67.0,70.0,75.0,,,,608.0,982.0,,,,11263.0,,,,,12853.0,,,,0.04730413133120672,0.0764023963277056,,,,0.8762934723410877,,,,,1.0,,,,0.04730413133120672,0.0764023963277056,,,,0.06740719018008366,,,,,,,,1.0,1.0,,,,13.0,,,,,,,,1.0,1.0,,,,11.0,,,,
高山市議会議員増員選挙（2005年02月20日投票）,高山市議会議員増員選挙,岐阜県,高山市,20050220.0,2005.0,2.0,20.0,20050213.0,,0.0,21.0,,24233.0,,,,その他,,,,,高山市議会議員増員選挙（2005年02月20日投票）,9.0,21.0,12.0,1.75,0.2857142857142857,0.5555555555555556,0.5555555555555556,0.047619047619047616,0.0,0.0,1.0,0.0,0.0,1.0,0.0,,1.0,,,0.06666666666666667,,11468.0,2.0,59.80952380952381,5.636775907412455,47.0,57.0,59.0,62.0,74.0,59.166666666666664,2.5766041389567174,54.0,57.75,59.5,60.0,64.0,,,,,1004.0,,,,,,,,,1004.0,,,,,1.0,,,,,,,,,1.0,,,,,0.5,,,,,,,,,,,,,2.0,,,,19.0,,,,,,,,,0.0,,,,12.0,,,,
高山市議会議員選挙（2003年04月27日投票）,高山市議会議員選挙,岐阜県,高山市,20030427.0,2003.0,4.0,27.0,20030420.0,73.85,24.0,27.0,1.125,51929.0,,,,任期満了,,,,,高山市議会議員選挙（2003年04月27日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.14814814814814814,0.16666666666666666,0.7777777777777778,0.18518518518518517,0.037037037037037035,0.8333333333333334,0.125,0.041666666666666664,0.7964738957933735,0.16119708873065502,0.04232901547597152,0.037927328371113025,0.032239417746131004,0.04232901547597152,38059.0,0.0,56.111111111111114,6.903210918670694,38.0,53.0,56.0,60.5,66.0,55.708333333333336,7.026611124068905,38.0,52.75,56.0,59.75,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高山市議会議員選挙（2007年04月22日投票）,高山市議会議員選挙,岐阜県,高山市,20070422.0,2007.0,4.0,22.0,20070415.0,,0.0,44.0,,75640.0,,,23711.0,任期満了,73.85,,,,高山市議会議員選挙（2007年04月22日投票）,10.0,44.0,36.0,1.2222222222222223,0.1590909090909091,0.6,0.6,0.11363636363636363,0.1111111111111111,0.6363636363636364,0.36363636363636365,0.0,0.7222222222222222,0.2777777777777778,0.0,0.6551574269201077,0.34484257307989236,,0.029779883041823076,0.022989504871992823,,47927.0,3.0,57.61363636363637,7.395379113433263,39.0,54.0,59.0,62.0,70.0,57.22222222222222,7.965589575414402,39.0,52.5,59.0,62.25,70.0,,3798.0,,,4190.0,,,,,,,,,7988.0,,0.4754631947921883,,,0.5245368052078118,,,,,,,,,1.0,,0.23773159739609415,,,0.13113420130195294,,,,,,,,,,2.0,,,4.0,,,,38.0,,,,,,2.0,,,3.0,,,,31.0,,,,
高山市議会議員選挙（2011年04月24日投票）,高山市議会議員選挙,岐阜県,高山市,20110424.0,2011.0,4.0,24.0,20110417.0,73.64,24.0,27.0,1.125,74431.0,,,-1209.0,任期満了,,,,,高山市議会議員選挙（2011年04月24日投票）,1.0,27.0,24.0,1.125,0.0,0.0,0.0,0.1111111111111111,0.125,0.8518518518518519,0.07407407407407407,0.07407407407407407,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.8473553490939196,0.08378254070462698,0.06886211020145341,0.03684153691712694,0.04189127035231349,0.03443105510072671,54355.0,3.0,59.111111111111114,7.6076634527216385,43.0,53.5,62.0,65.0,72.0,59.0,7.477744758058185,43.0,53.5,62.0,65.0,70.0,,4115.0,,,2919.0,,,,47321.0,,,,,54355.0,,0.07570600680710146,,,0.053702511268512554,,,,0.870591481924386,,,,,1.0,,0.03785300340355073,,,0.026851255634256277,,,,0.037851803561929825,,,,,,2.0,,,2.0,,,,23.0,,,,,,2.0,,,1.0,,,,21.0,,,,
高山市議会議員選挙（2015年04月26日投票）,高山市議会議員選挙,岐阜県,高山市,20150426.0,2015.0,4.0,26.0,20150419.0,65.59,24.0,25.0,1.0416666666666667,73053.0,,,-1378.0,任期満了,73.64,,,,高山市議会議員選挙（2015年04月26日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.08,0.08333333333333333,0.68,0.24,0.08,0.7083333333333334,0.20833333333333334,0.08333333333333333,0.6823713274037854,0.2260930320785735,0.09153564051764111,0.040139489847281495,0.03768217201309559,0.045767820258820556,47446.0,3.0,60.76,8.189163571452216,41.0,56.0,62.0,68.0,74.0,61.375,7.771810707078928,41.0,56.0,62.0,68.0,74.0,,3781.0,,,4343.0,,,,39322.0,,,,,47446.0,,0.07969059562449943,,,0.09153564051764111,,,,0.8287737638578595,,,,,1.0,,0.039845297812249714,,,0.045767820258820556,,,,0.039465417326564736,,,,,,2.0,,,2.0,,,,21.0,,,,,,2.0,,,2.0,,,,20.0,,,,
高山市議会議員選挙（2019年04月21日投票）,高山市議会議員選挙,岐阜県,高山市,20190421.0,2019.0,4.0,21.0,20190414.0,60.51,24.0,25.0,1.0416666666666667,72659.0,,,-394.0,任期満了,65.59,,,,高山市議会議員選挙（2019年04月21日投票）,1.0,25.0,24.0,1.0416666666666667,0.0,0.0,0.0,0.04,0.041666666666666664,0.72,0.24,0.04,0.75,0.20833333333333334,0.041666666666666664,0.6921572237308418,0.23293597827587795,0.07490679799328025,0.03845317909615788,0.03882266304597966,0.07490679799328025,43454.0,3.0,61.08,7.888827542797471,44.0,56.0,61.0,68.0,73.0,61.375,7.915241099718104,44.0,56.0,61.5,68.5,73.0,,3936.0,,,3635.0,,,,35883.0,,,,,43454.0,,0.09057854282689741,,,0.08365167763612096,,,,0.8257697795369816,,,,,1.0,,0.045289271413448705,,,0.04182583881806048,,,,0.03932237045414198,,,,,,2.0,,,2.0,,,,21.0,,,,,,2.0,,,2.0,,,,20.0,,,,
